code,learning_area_code,learning_area,level,component_code,component,strand_code,strand,content
MAT5-GEO-TRA-2,MAT,Mathematics and Statistics,5,GEO,Geometry and Measurement,TRA-2,Transformation,Apply trigonometric ratios and Pythagoras’ theorem in two dimensions.
MAT5-STA-STA-1,MAT,Mathematics and Statistics,5,STA,Statistics,STA-1,Statistical Investigation,"Plan and conduct surveys and experiments using the statistical enquiry cycle:<br />determining appropriate variables and measures;<br />considering sources of variation;<br />gathering and cleaning data; <br />using multiple displays, and re-categorising data to find patterns, variations, relationships, and trends in multivariate data sets;<br />comparing sample distributions visually, using measures of centre, spread, and proportion;<br />presenting a report of findings."
MAT5-STA-STA-2,MAT,Mathematics and Statistics,5,STA,Statistics,STA-2,Statistical Literacy,"Evaluate statistical investigations or probability activities undertaken by others, including data collection methods, choice of measures, and validity of findings."
MAT5-STA-PRO-1,MAT,Mathematics and Statistics,5,STA,Statistics,PRO-1,Probability,Compare and describe the variation between theoretical and experimental distributions in situations that involve elements of chance.
MAT5-STA-PRO-2,MAT,Mathematics and Statistics,5,STA,Statistics,PRO-2,Probability,"Calculate probabilities, using fractions, percentages, and ratios."
MAT6-NUM-NUM-1,MAT,Mathematics and Statistics,6,NUM,Number and Algebra,NUM-1,Number strategies and knowledge,Apply direct and inverse relationships with linear proportions.
MAT6-NUM-NUM-2,MAT,Mathematics and Statistics,6,NUM,Number and Algebra,NUM-2,Number strategies and knowledge,Extend powers to include integers and fractions.
MAT6-NUM-NUM-3,MAT,Mathematics and Statistics,6,NUM,Number and Algebra,NUM-3,Number strategies and knowledge,Apply everyday compounding rates.
MAT6-NUM-NUM-4,MAT,Mathematics and Statistics,6,NUM,Number and Algebra,NUM-4,Number strategies and knowledge,"Find optimal solutions, using numerical approaches."
MAT6-NUM-EQU,MAT,Mathematics and Statistics,6,NUM,Number and Algebra,EQU,Equations and expressions,"Form and solve linear equations and inequations, quadratic and simple exponential equations, and simultaneous equations with two unknowns."
MAT6-NUM-PAT-1,MAT,Mathematics and Statistics,6,NUM,Number and Algebra,PAT-1,Patterns and relationships,"Generalise the properties of operations with rational numbers, including the properties of exponents."
MAT6-NUM-PAT-2,MAT,Mathematics and Statistics,6,NUM,Number and Algebra,PAT-2,Patterns and relationships,"Relate graphs, tables, and equations to linear, quadratic, and simple exponential relationships found in number and spatial patterns."
MAT6-NUM-PAT-3,MAT,Mathematics and Statistics,6,NUM,Number and Algebra,PAT-3,Patterns and relationships,Relate rate of change to the gradient of a graph.
MAT6-GEO-MEA-1,MAT,Mathematics and Statistics,6,GEO,Geometry and Measurement,MEA-1,Measurement,Measure at a level of precision appropriate to the task.
MAT6-GEO-MEA-2,MAT,Mathematics and Statistics,6,GEO,Geometry and Measurement,MEA-2,Measurement,"Apply the relationships between units in the metric system, including the units for measuring different attributes and derived measures."
MAT6-GEO-MEA-3,MAT,Mathematics and Statistics,6,GEO,Geometry and Measurement,MEA-3,Measurement,"Calculate volumes, including prisms, pyramids, cones, and spheres, using formulae."
MAT6-GEO-SHA-1,MAT,Mathematics and Statistics,6,GEO,Geometry and Measurement,SHA-1,Shape,Deduce and apply the angle properties related to circles.
MAT6-GEO-SHA-2,MAT,Mathematics and Statistics,6,GEO,Geometry and Measurement,SHA-2,Shape,Recognise when shapes are similar and use proportional reasoning to find an unknown length.
MAT6-GEO-SHA-3,MAT,Mathematics and Statistics,6,GEO,Geometry and Measurement,SHA-3,Shape,Use trigonometric ratios and Pythagoras’ theorem in two and three dimensions.
MAT6-GEO-POS,MAT,Mathematics and Statistics,6,GEO,Geometry and Measurement,POS,Position and orientation,Use a co-ordinate plane or map to show points in common and areas contained by two or more loci.
MAT6-GEO-TRA-1,MAT,Mathematics and Statistics,6,GEO,Geometry and Measurement,TRA-1,Transformation,Compare and apply single and multiple transformations.
MAT6-GEO-TRA-2,MAT,Mathematics and Statistics,6,GEO,Geometry and Measurement,TRA-2,Transformation,Analyse symmetrical patterns by the transformations used to create them.
MAT6-STA-STA-1,MAT,Mathematics and Statistics,6,STA,Statistics,STA-1,Statistical investigation,"Plan and conduct investigations using the statistical enquiry cycle: <br />justifying the variables and measures used; <br />managing sources of variation, including through the use of random sampling;<br />Identifying and communicating features in context (trends, relationships between variables, and differences within and between,distributions), using multiple displays;<br />making informal inferences about populations from sample data;<br />justifying findings, using displays and measures."
MAT6-STA-STA-2,MAT,Mathematics and Statistics,6,STA,Statistics,STA-2,Statistical literacy,"Evaluate statistical reports in the media by relating the displays, statistics, processes, and probabilities used, to the claims made."
MAT6-STA-PRO,MAT,Mathematics and Statistics,6,STA,Statistics,PRO,Probability,"Investigate situations that involve elements of chance:<br />comparing discrete theoretical distributions and experimental distributions, appreciating the role of sample size;<br />calculating probabilities in discrete situations."
MAT7-MAT-PAT-1,MAT,Mathematics and Statistics,7,MAT,Mathematics,PAT-1,Patterns and relationships,Apply co-ordinate geometry techniques to points and lines.
MAT7-MAT-PAT-2,MAT,Mathematics and Statistics,7,MAT,Mathematics,PAT-2,Patterns and relationships,Display the graphs of linear and non-linear functions and connect the structure of the functions with their graphs.
MAT7-MAT-PAT-3,MAT,Mathematics and Statistics,7,MAT,Mathematics,PAT-3,Patterns and relationships,Use arithmetic and geometric sequences and series.
MAT7-MAT-PAT-4,MAT,Mathematics and Statistics,7,MAT,Mathematics,PAT-4,Patterns and relationships,"Apply trigonometric relationships, including the sine and cosine rules, in two and three dimensions."
MAT7-MAT-PAT-5,MAT,Mathematics and Statistics,7,MAT,Mathematics,PAT-5,Patterns and relationships,Choose appropriate networks to find optimal solutions.
MAT7-MAT-EQU-1,MAT,Mathematics and Statistics,7,MAT,Mathematics,EQU-1,Equations and expressions,"Manipulate rational, exponential, and logarithmic algebraic expressions."
MAT7-MAT-EQU-2,MAT,Mathematics and Statistics,7,MAT,Mathematics,EQU-2,Equations and expressions,"Form and use linear, quadratic, and simple trigonometric equations."
MAT7-MAT-EQU-3,MAT,Mathematics and Statistics,7,MAT,Mathematics,EQU-3,Equations and expressions,"Form and use pairs of simultaneous equations, one of which may be non-linear."
MAT7-MAT-CAL-1,MAT,Mathematics and Statistics,7,MAT,Mathematics,CAL-1,Calculus,Sketch the graphs of functions and their gradient functions and describe the relationship between these graphs.
MAT7-MAT-CAL-2,MAT,Mathematics and Statistics,7,MAT,Mathematics,CAL-2,Calculus,Apply differentiation and anti-differentiation techniques to polynomials.
MAT7-STA-STA-1,MAT,Mathematics and Statistics,7,STA,Statistics,STA-1,Statistical investigation,"Carry out investigations of phenomena, using the statistical enquiry cycle:<br />conducting surveys that require random sampling techniques, conducting experiments, and using existing data sets;<br />evaluating the choice of measures for variables and the sampling and data collection methods used;<br />using relevant contextual knowledge, exploratory data analysis, and statistical inference."
MAT7-STA-STA-2,MAT,Mathematics and Statistics,7,STA,Statistics,STA-2,Statistical investigation,"Make inferences from surveys and experiments:<br />making informal predictions, interpolations, and extrapolations;<br />using sample statistics to make point estimates of population parameters;<br />recognising the effect of sample size on the variability of an estimate."
MAT7-STA-STA-3,MAT,Mathematics and Statistics,7,STA,Statistics,STA-3,Statistical literacy,"Evaluate statistically based reports:<br />interpreting risk and relative risk; <br />identifying sampling and possible non-sampling errors in surveys, including polls. "
MAT7-STA-PRO,MAT,Mathematics and Statistics,7,STA,Statistics,PRO,Probability,"Investigate situations that involve elements of chance:<br />comparing theoretical continuous distributions, such as the normal distribution, with experimental distributions;<br />calculating probabilities, using such tools as two-way tables, tree diagrams, simulations, and technology."
MAT8-MAT-PAT-1,MAT,Mathematics and Statistics,8,MAT,Mathematics,PAT-1,Patterns and relationships,Apply the geometry of conic sections.
MAT8-MAT-PAT-2,MAT,Mathematics and Statistics,8,MAT,Mathematics,PAT-2,Patterns and relationships,Display and interpret the graphs of functions with the graphs of their inverse and/or reciprocal functions.
MAT8-MAT-PAT-3,MAT,Mathematics and Statistics,8,MAT,Mathematics,PAT-3,Patterns and relationships,Use permutations and combinations.
MAT8-MAT-PAT-4,MAT,Mathematics and Statistics,8,MAT,Mathematics,PAT-4,Patterns and relationships,"Use curve fitting, log modelling, and linear programming techniques."
MAT8-MAT-PAT-5,MAT,Mathematics and Statistics,8,MAT,Mathematics,PAT-5,Patterns and relationships,"Develop network diagrams to find optimal solutions, including critical paths."
MAT8-MAT-EQU-1,MAT,Mathematics and Statistics,8,MAT,Mathematics,EQU-1,Equations and expressions,Manipulate trigonometric expressions.
MAT8-MAT-EQU-2,MAT,Mathematics and Statistics,8,MAT,Mathematics,EQU-2,Equations and expressions,"Form and use trigonometric, polynomial, and other non-linear equations."
MAT8-MAT-EQU-3,MAT,Mathematics and Statistics,8,MAT,Mathematics,EQU-3,Equations and expressions,"Form and use systems of simultaneous equations, including three linear equations and three variables, and interpret the solutions in context."
MAT8-MAT-EQU-4,MAT,Mathematics and Statistics,8,MAT,Mathematics,EQU-4,Equations and expressions,Manipulate complex numbers and present them graphically.
MAT8-MAT-CAL-1,MAT,Mathematics and Statistics,8,MAT,Mathematics,CAL-1,Calculus,Identify discontinuities and limits of functions.
MAT8-MAT-CAL-2,MAT,Mathematics and Statistics,8,MAT,Mathematics,CAL-2,Calculus,"Choose and apply a variety of differentiation, integration, and anti-differentiation techniques to functions and relations, using both analytical and numerical methods."
